x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,1.210856340432718038e-02,-2.416634899752777028e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.224486407755562625e-02,-2.317794116172852345e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.229472994266882051e-02,-2.085622112728678038e-03
3.171253586207214425e-01,1.911682022212894339e+01,1.230529220056547288e-02,-2.203235834285779786e-03
3.197227889367013631e-01,1.815502063943323918e+01,1.229312082639324490e-02,-1.962762230375867528e-03
5.000000000000000000e-01,2.000000000000000000e+01,1.244602909463989396e-02,-2.427883195894930089e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.258919152691151920e-02,-2.303317478412815044e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.229666180701459097e-02,-1.838802845850564778e-03
7.477099128314499410e-01,1.841673112457957373e+01,1.258709735167764729e-02,-2.037519665821718728e-03
7.288281609585993692e-01,1.893264419257299380e+01,1.258142165588151812e-02,-2.166045814742612475e-03
6.126140549771008637e-03,1.393883490349006493e+01,1.206996200918042210e-02,-9.256975072599864674e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.230221335198326479e-02,-1.715363492979951263e-03
7.610859817068700295e-01,1.792254221555610627e+01,1.259051816402944647e-02,-1.914439689482569547e-03
3.588043807178813438e-01,1.666021960889865738e+01,1.230812055515852037e-02,-1.592489061128260974e-03
1.085692806363770302e+00,1.917436296054636102e+01,1.282690492949919124e-02,-2.233505132419423729e-03
1.229153078410270439e+00,1.873248263188046536e+01,1.291769046951755408e-02,-2.125849831651955603e-03
9.999999999999893419e-01,2.000000000000000000e+01,1.278320724868099896e-02,-2.437809126928951707e-03
2.360066974684826846e-02,1.344230011818341985e+01,1.208314795789833598e-02,-8.079334104033432992e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.231341550096152690e-02,-1.471713254380689400e-03
3.852315172461189263e-01,1.567831972280428943e+01,1.232367346790444289e-02,-1.352166160015559962e-03
4.019493949504706620e-01,1.518776455835368644e+01,1.233486602216887253e-02,-1.233104834586245223e-03
