x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,9.924797297786676353e-03,-1.020887639845246501e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.003409648880782858e-02,-9.792520758434264914e-04
3.125627968666293555e-01,1.864716906470728475e+01,1.007432047225297229e-02,-8.780350153072658632e-04
3.171253586207214425e-01,1.911682022212894339e+01,1.008261512916582697e-02,-9.297213121310857328e-04
3.197227889367013631e-01,1.815502063943323918e+01,1.007337355325305626e-02,-8.243057331363555550e-04
5.000000000000000000e-01,2.000000000000000000e+01,1.019566109347636723e-02,-1.030145197663975137e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.031035826623739535e-02,-9.771145629118836197e-04
3.324799169943588595e-01,1.765661494120666219e+01,1.007668466606178453e-02,-7.703669349763378645e-04
7.477099128314499410e-01,1.841673112457957373e+01,1.030893705646248812e-02,-8.605220201305602626e-04
7.288281609585993692e-01,1.893264419257299380e+01,1.030416973263813436e-02,-9.167533702019446977e-04
6.126140549771008637e-03,1.393883490349006493e+01,9.900164831532420537e-03,-3.793515153220325983e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.008169426878607021e-02,-7.169175696852024071e-04
7.610859817068700295e-01,1.792254221555610627e+01,1.031202660538317085e-02,-8.068031768335378641e-04
3.588043807178813438e-01,1.666021960889865738e+01,1.008705149742687018e-02,-6.639809684374749568e-04
1.085692806363770302e+00,1.917436296054636102e+01,1.050100195280959971e-02,-9.491107340660823047e-04
1.229153078410270439e+00,1.873248263188046536e+01,1.057386129440820305e-02,-9.028622933343745209e-04
9.999999999999893419e-01,2.000000000000000000e+01,1.046614982104544095e-02,-1.038386383303983255e-03
2.360066974684826846e-02,1.344230011818341985e+01,9.911363377492892271e-03,-3.305835085179740563e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.009194878552511880e-02,-6.122160299468976715e-04
3.852315172461189263e-01,1.567831972280428943e+01,1.010083946854859437e-02,-5.613041911989905507e-04
4.019493949504706620e-01,1.518776455835368644e+01,1.011048325617235760e-02,-5.108710278326672504e-04
