x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,1.054601038821737294e-02,-1.053532636818803239e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.066207034688409876e-02,-1.010621039272921028e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.070474713866930751e-02,-9.060837175245808938e-04
3.171253586207214425e-01,1.911682022212894339e+01,1.071357100198506128e-02,-9.594947093986486283e-04
3.197227889367013631e-01,1.815502063943323918e+01,1.070372641338981044e-02,-8.505830323908604180e-04
5.000000000000000000e-01,2.000000000000000000e+01,1.083366649990161537e-02,-1.063384217395689892e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.095543532309008368e-02,-1.008698312908743984e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.070722188412013588e-02,-7.948790323829597751e-04
7.477099128314499410e-01,1.841673112457957373e+01,1.095387787281590537e-02,-8.882371016669650485e-04
7.288281609585993692e-01,1.893264419257299380e+01,1.094883477166867444e-02,-9.463229958682151327e-04
6.126140549771008637e-03,1.393883490349006493e+01,1.051972097152551952e-02,-3.913548282623595842e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.071252428338342368e-02,-7.396956039034012021e-04
7.610859817068700295e-01,1.792254221555610627e+01,1.095714190187462196e-02,-8.327512512112056559e-04
3.588043807178813438e-01,1.666021960889865738e+01,1.071819799522656831e-02,-6.850556990074779373e-04
1.085692806363770302e+00,1.917436296054636102e+01,1.115786003038126209e-02,-9.799526658047319570e-04
1.229153078410270439e+00,1.873248263188046536e+01,1.123521084563674881e-02,-9.322395529871449699e-04
9.999999999999893419e-01,2.000000000000000000e+01,1.112091775703086260e-02,-1.072172077605342434e-03
2.360066974684826846e-02,1.344230011818341985e+01,1.053161241754774734e-02,-3.411293080746947894e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.072339007985627195e-02,-6.316356259426011022e-04
3.852315172461189263e-01,1.567831972280428943e+01,1.073282704895506430e-02,-5.791158109537082122e-04
4.019493949504706620e-01,1.518776455835368644e+01,1.074306437879702855e-02,-5.271040320421234307e-04
4.152197164099789006e-01,1.469291716997159014e+01,1.075172331887077996e-02,-4.751325352375317221e-04
4.298882323578894216e-01,1.419623623162349091e+01,1.076145365479619712e-02,-4.235100617307925044e-04
7.692281648677301575e-01,1.742261178628551832e+01,1.095847088424958815e-02,-7.768858450026231571e-04
1.200283162850748653e+00,1.819110516899724672e+01,1.121316457435286851e-02,-8.705266557497291953e-04
1.250000000000021316e+00,1.956698729810777593e+01,1.125778744573818942e-02,-1.027206539239538998e-03
1.493645076688999040e+00,1.915780731645812551e+01,1.139255316690509015e-02,-9.845759864359686191e-04
3.021816274658917223e-02,1.293697799842149010e+01,1.053727443555191497e-02,-2.903166024497153214e-04
4.441026490960204853e-01,1.370340103264483567e+01,1.077105167401368885e-02,-3.727497415441854501e-04
7.834061262387201907e-01,1.692026848054210220e+01,1.096431724578730664e-02,-7.213082770371665765e-04
1.197082458876931099e+00,1.769236410254564618e+01,1.120742801005942743e-02,-8.143438858943776370e-04
7.952304015982782914e-01,1.642383889671659247e+01,1.096973083492192719e-02,-6.668426590074406956e-04
1.719710019260990208e+00,1.882683477713113973e+01,1.151893765268064557e-02,-9.504232092329440579e-04
1.499999999999989342e+00,2.000000000000000000e+01,1.140765701164583867e-02,-1.080092951952209279e-03
4.556153152296005260e-02,1.243633101129515950e+01,1.054773070999744794e-02,-2.404294968107352493e-04
6.505650485206970757e-02,1.193874412405663676e+01,1.056030343016227738e-02,-1.911501463872884244e-04
8.351299073286000407e-02,1.144186637449435651e+01,1.057198847920989837e-02,-1.421309292590298555e-04
4.524969318071505597e-01,1.319515967823735636e+01,1.077739723871212578e-02,-3.207693333459062622e-04
8.055556596365285316e-01,1.593434693313355233e+01,1.097504153367287807e-02,-6.136283338587693661e-04
8.259092084109092013e-01,1.544607123446077601e+01,1.098672628638926174e-02,-5.612134453096104432e-04
8.399171062219110695e-01,1.495112084517530882e+01,1.099521833810818486e-02,-5.084862786311023994e-04
8.528497455404107086e-01,1.445376168039130249e+01,1.100343606998142876e-02,-4.559813365566830188e-04
8.686876196325883370e-01,1.395454822402442296e+01,1.101354680717188742e-02,-4.037796693503092806e-04
1.208599230678750303e+00,1.718561937279882557e+01,1.121110106266421345e-02,-7.578467100576915258e-04
1.640309154242618916e+00,1.842499282476863698e+01,1.146920689345571134e-02,-9.038082105116849920e-04
1.626358391036340834e+00,1.795751811465306247e+01,1.145718081604118858e-02,-8.508303814506283647e-04
1.749965376699130104e+00,1.956699425731710917e+01,1.154501425606362271e-02,-1.034715831057785593e-03
2.036298398502758289e+00,1.915510226709084662e+01,1.170457226027783564e-02,-9.920402786713926249e-04
9.393282445844874928e-02,1.094742152819198644e+01,1.057876973540847546e-02,-9.345842137913943867e-05
