x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,1.132071519493831231e-02,-3.035198254814013442e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.145076258366277411e-02,-2.911096300360866990e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.149824661384774363e-02,-2.622323344511730964e-03
3.171253586207214425e-01,1.911682022212894339e+01,1.150840438776721229e-02,-2.768275305419583016e-03
3.197227889367013631e-01,1.815502063943323918e+01,1.149646289490357555e-02,-2.469624978725105426e-03
5.000000000000000000e-01,2.000000000000000000e+01,1.164231819882803436e-02,-3.045640808570779842e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.177900506914135448e-02,-2.889658416160519484e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.149948027078591568e-02,-2.315319517230550201e-03
7.477099128314499410e-01,1.841673112457957373e+01,1.177691518562634827e-02,-2.559592257301252644e-03
7.288281609585993692e-01,1.893264419257299380e+01,1.177163815192850196e-02,-2.719322325847570426e-03
6.126140549771008637e-03,1.393883490349006493e+01,1.127872452475887216e-02,-1.172923952546252140e-03
3.462454528261709186e-01,1.715835398417801372e+01,1.150432271589943781e-02,-2.161423785456545281e-03
7.610859817068700295e-01,1.792254221555610627e+01,1.177992217393727080e-02,-2.406509588439863494e-03
3.588043807178813438e-01,1.666021960889865738e+01,1.150943465012947003e-02,-2.007992015172841392e-03
1.085692806363770302e+00,1.917436296054636102e+01,1.200570805403623244e-02,-2.800797170858354643e-03
1.229153078410270439e+00,1.873248263188046536e+01,1.209227390271711521e-02,-2.666287348533578558e-03
9.999999999999893419e-01,2.000000000000000000e+01,1.196375849604902272e-02,-3.054783890449471687e-03
2.360066974684826846e-02,1.344230011818341985e+01,1.129073377603166846e-02,-1.024108044736906156e-03
3.689567595568306047e-01,1.616831246226082541e+01,1.151392580325766996e-02,-1.856939220339099989e-03
3.852315172461189263e-01,1.567831972280428943e+01,1.152312515308881111e-02,-1.707130977026114155e-03
4.019493949504706620e-01,1.518776455835368644e+01,1.153320661029079257e-02,-1.557685821693590832e-03
4.152197164099789006e-01,1.469291716997159014e+01,1.154152002971458625e-02,-1.407397348897739160e-03
4.298882323578894216e-01,1.419623623162349091e+01,1.155107963550425741e-02,-1.257079608359483588e-03
7.692281648677301575e-01,1.742261178628551832e+01,1.178053597134618748e-02,-2.251726404578658670e-03
1.200283162850748653e+00,1.819110516899724672e+01,1.206715787906542312e-02,-2.497814592634950773e-03
1.250000000000021316e+00,1.956698729810777593e+01,1.211742102125129041e-02,-2.925190220713308996e-03
1.493645076688999040e+00,1.915780731645812551e+01,1.226860401169282792e-02,-2.802384679029641321e-03
3.021816274658917223e-02,1.293697799842149010e+01,1.129584878081050549e-02,-8.729409792011160255e-04
4.441026490960204853e-01,1.370340103264483567e+01,1.156058053348099635e-02,-1.108376410709327985e-03
7.834061262387201907e-01,1.692026848054210220e+01,1.178603391146523793e-02,-2.096621971291155045e-03
1.197082458876931099e+00,1.769236410254564618e+01,1.206008016660804240e-02,-2.343092082735145302e-03
7.952304015982782914e-01,1.642383889671659247e+01,1.179093742076670233e-02,-1.943691306946086815e-03
1.719710019260990208e+00,1.882683477713113973e+01,1.241023932981737132e-02,-2.703265394067992482e-03
1.499999999999989342e+00,2.000000000000000000e+01,1.228483875760055799e-02,-3.062921552732075087e-03
4.556153152296005260e-02,1.243633101129515950e+01,1.130652030953991326e-02,-7.236433167403399534e-04
6.505650485206970757e-02,1.193874412405663676e+01,1.131975759026242027e-02,-5.755612820753134521e-04
8.351299073286000407e-02,1.144186637449435651e+01,1.133219148653034740e-02,-4.278717676675501571e-04
4.524969318071505597e-01,1.319515967823735636e+01,1.156649374257767357e-02,-9.553708759655195034e-04
8.055556596365285316e-01,1.593434693313355233e+01,1.179566154271458403e-02,-1.793306896051604380e-03
8.259092084109092013e-01,1.544607123446077601e+01,1.180750580694049472e-02,-1.643922082171751526e-03
8.399171062219110695e-01,1.495112084517530882e+01,1.181574441031170777e-02,-1.492842568149544205e-03
8.528497455404107086e-01,1.445376168039130249e+01,1.182369431649606117e-02,-1.341469777146516275e-03
8.686876196325883370e-01,1.395454822402442296e+01,1.183382427075936258e-02,-1.190008144005410455e-03
1.208599230678750303e+00,1.718561937279882557e+01,1.206334098096292426e-02,-2.186316657723883818e-03
1.640309154242618916e+00,1.842499282476863698e+01,1.235434251326507533e-02,-2.577516235489369506e-03
1.626358391036340834e+00,1.795751811465306247e+01,1.234045543304373993e-02,-2.432312279993651370e-03
1.749965376699130104e+00,1.956699425731710917e+01,1.243921400543616593e-02,-2.932863776021839199e-03
2.036298398502758289e+00,1.915510226709084662e+01,1.261830468652568732e-02,-2.809464730375721940e-03
9.393282445844874928e-02,1.094742152819198644e+01,1.133931197561963145e-02,-2.810024936911391076e-04
4.641804179173796285e-01,1.269801895595811203e+01,1.157456975064897510e-02,-8.061206651114607123e-04
8.754673994819093252e-01,1.345467652379300105e+01,1.183833021088886127e-02,-1.038630761252899281e-03
1.221766762960800889e+00,1.668167315296634712e+01,1.206854409587688505e-02,-2.030707700756518869e-03
1.635070722763060758e+00,1.745296325419825223e+01,1.234160965734051180e-02,-2.276022356157487558e-03
1.231747447719911293e+00,1.618954719858659175e+01,1.207250392631736488e-02,-1.879033439804310380e-03
2.068312481335588870e+00,1.868155847200793573e+01,1.263356682160711800e-02,-2.663202317163785183e-03
1.999999999999971578e+00,2.000000000000000000e+01,1.260580977422836972e-02,-3.070051253207453125e-03
1.083717459485988854e-01,1.044811660397001774e+01,1.134882405424663537e-02,-1.327788064250915888e-04
4.868538278209015857e-01,1.219570057768595639e+01,1.158968907263364760e-02,-6.557123412655105604e-04
5.064911181694888853e-01,1.169699876179332776e+01,1.160278613013874041e-02,-5.065677922733606087e-04
5.202005968038285744e-01,1.120373432965658722e+01,1.161197444209199209e-02,-3.591625129573633272e-04
8.884742515083807746e-01,1.295637945450387107e+01,1.184698119333250921e-02,-8.881678656898230311e-04
1.247280178898389380e+00,1.569780972157349908e+01,1.208069908973643039e-02,-1.727939020383228693e-03
1.263726504782329840e+00,1.520818604837023891e+01,1.209003286235292227e-02,-1.577891893492717416e-03
1.276633041324370055e+00,1.471175150185687386e+01,1.209750541967360461e-02,-1.426100132659275949e-03
1.289750815375310111e+00,1.421359363733669490e+01,1.210546915652016553e-02,-1.274177760741766925e-03
1.301095561947441581e+00,1.371486108896388245e+01,1.211256150250321698e-02,-1.122428488578693529e-03
1.645041148365240957e+00,1.694383546025508380e+01,1.234431525551708472e-02,-2.118497014108368121e-03
2.058453210940839995e+00,1.821660273610089575e+01,1.262240092908051455e-02,-2.518925777140391953e-03
2.063815988053988804e+00,1.772139028509279157e+01,1.262132583581694091e-02,-2.365432207572962936e-03
2.258577074391059369e+00,1.961444062813436418e+01,1.276693864924495318e-02,-2.954389472704772434e-03
2.479110847048140442e+00,1.893005132847154925e+01,1.290119193806432002e-02,-2.745395093418122063e-03
1.214398668547005400e-01,9.948058485410040674e+00,1.135725863480720015e-02,1.566720918860833438e-05
5.316974400276812673e-01,1.070572227832425938e+01,1.161962041418833011e-02,-2.104369768697189483e-04
1.320214494593514587e-01,9.453180679547363852e+00,1.136390161506117130e-02,1.626282081261076588e-04
1.434889760656616886e-01,8.958580059910874027e+00,1.137092403162554000e-02,3.096250263990230544e-04
9.046783535894284967e-01,1.245691416915397198e+01,1.185774074394374197e-02,-7.376861523930077023e-04
1.312355148759518642e+00,1.321668213778762180e+01,1.211978852186024018e-02,-9.711908195994508382e-04
1.657946755111389336e+00,1.644613137774738831e+01,1.234971342665010241e-02,-1.964790795966585291e-03
2.073075564774370605e+00,1.721088302092289624e+01,1.262330693305541325e-02,-2.207314041619234252e-03
1.669942107129180897e+00,1.595554498459488357e+01,1.235518901746537196e-02,-1.813554457092872874e-03
2.515198671144581510e+00,1.932125572891566279e+01,1.292862938110508897e-02,-2.866875976077812825e-03
2.484540041142739852e+00,1.847099227882669581e+01,1.290008689565685235e-02,-2.603243908580956008e-03
2.499999999999971578e+00,2.000000000000000000e+01,1.292662048239184153e-02,-3.076323644557407179e-03
5.447558295283307928e-01,1.020506221976687300e+01,1.162812389190215519e-02,-6.096934295219366728e-05
9.255088162916109695e-01,1.195723368857222368e+01,1.187147666157841071e-02,-5.874007149245535518e-04
9.435063726166710296e-01,1.146075051657321886e+01,1.188334680752186137e-02,-4.382227531635600492e-04
9.554959588073117516e-01,1.096434825838919203e+01,1.189127984266648980e-02,-2.891606315345932325e-04
1.549413094449612061e-01,8.464001567209125554e+00,1.137777209026171257e-02,4.568007402822045048e-04
1.664340889617186292e-01,7.969147928265393865e+00,1.138451284423350543e-02,6.043084929355511167e-04
