x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,9.144105616322863866e-03,-3.558026837328829260e-04
2.150677684622799291e-01,1.958417653669586400e+01,9.243905682130420035e-03,-3.415928678541376123e-04
3.125627968666293555e-01,1.864716906470728475e+01,9.280807736362358534e-03,-3.029659630145877620e-04
3.171253586207214425e-01,1.911682022212894339e+01,9.288245293116571474e-03,-3.231678319191046947e-04
3.197227889367013631e-01,1.815502063943323918e+01,9.280151532741609879e-03,-2.822533475512722630e-04
5.000000000000000000e-01,2.000000000000000000e+01,9.391468252715652262e-03,-3.643402794583486585e-04
7.268377157609293704e-01,1.948189336371245162e+01,9.496106437952143986e-03,-3.455613449659925463e-04
3.324799169943588595e-01,1.765661494120666219e+01,9.283431181646656025e-03,-2.617479607476323289e-04
7.477099128314499410e-01,1.841673112457957373e+01,9.494992304190163351e-03,-3.002084639641263916e-04
7.288281609585993692e-01,1.893264419257299380e+01,9.490503629117385750e-03,-3.219173301766402209e-04
6.126140549771008637e-03,1.393883490349006493e+01,9.125142990489415462e-03,-1.196397076378605511e-04
3.462454528261709186e-01,1.715835398417801372e+01,9.288304299402914618e-03,-2.417095910165675539e-04
7.610859817068700295e-01,1.792254221555610627e+01,9.498008397322121876e-03,-2.795980994204398055e-04
3.588043807178813438e-01,1.666021960889865738e+01,9.293521934539391086e-03,-2.221456038524954944e-04
1.085692806363770302e+00,1.917436296054636102e+01,9.670090270573018093e-03,-3.376601141347851083e-04
1.229153078410270439e+00,1.873248263188046536e+01,9.736620807376495171e-03,-3.207705305926806388e-04
9.999999999999893419e-01,2.000000000000000000e+01,9.638393797633698981e-03,-3.720013033206354862e-04
2.360066974684826846e-02,1.344230011818341985e+01,9.135680549907985656e-03,-1.037372530967789946e-04
3.689567595568306047e-01,1.616831246226082541e+01,9.298337276717430488e-03,-2.032988155461794755e-04
3.852315172461189263e-01,1.567831972280428943e+01,9.306802923355511278e-03,-1.851179605648753585e-04
4.019493949504706620e-01,1.518776455835368644e+01,9.315952118158814937e-03,-1.674010546873830861e-04
4.152197164099789006e-01,1.469291716997159014e+01,9.323740496352468307e-03,-1.499496870753910176e-04
4.298882323578894216e-01,1.419623623162349091e+01,9.332433560714158485e-03,-1.328899473556230339e-04
7.692281648677301575e-01,1.742261178628551832e+01,9.499410264256234748e-03,-2.590177572374244611e-04
1.200283162850748653e+00,1.819110516899724672e+01,9.717838235714718054e-03,-2.973224420590342182e-04
1.250000000000021316e+00,1.956698729810777593e+01,9.755960626409172082e-03,-3.569279505389060425e-04
1.493645076688999040e+00,1.915780731645812551e+01,9.871736933396631566e-03,-3.425990754583647263e-04
3.021816274658917223e-02,1.293697799842149010e+01,9.140843616075379138e-03,-8.780517054264039766e-05
4.441026490960204853e-01,1.370340103264483567e+01,9.340987088476339351e-03,-1.163510120051198507e-04
7.834061262387201907e-01,1.692026848054210220e+01,9.504729095788625251e-03,-2.388444215141190383e-04
1.197082458876931099e+00,1.769236410254564618e+01,9.713109247048533693e-03,-2.763496451474348843e-04
7.952304015982782914e-01,1.642383889671659247e+01,9.509694445720267078e-03,-2.193211658717376467e-04
1.719710019260990208e+00,1.882683477713113973e+01,9.980334842028064021e-03,-3.313168043027610679e-04
1.499999999999989342e+00,2.000000000000000000e+01,9.884808803632769841e-03,-3.789397615702276827e-04
4.556153152296005260e-02,1.243633101129515950e+01,9.150075629825650536e-03,-7.239693455033877068e-05
6.505650485206970757e-02,1.193874412405663676e+01,9.161077866610554260e-03,-5.733277313238774005e-05
8.351299073286000407e-02,1.144186637449435651e+01,9.171271352429852600e-03,-4.244687897562806115e-05
