x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,1.163777593733100746e-02,-1.658678304371442565e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.176695483381449622e-02,-1.590906324182673331e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.181434041923122222e-02,-1.429370793092521897e-03
3.171253586207214425e-01,1.911682022212894339e+01,1.182425100737773301e-02,-1.511488325517676250e-03
3.197227889367013631e-01,1.815502063943323918e+01,1.181303337783299115e-02,-1.343779580520058480e-03
5.000000000000000000e-01,2.000000000000000000e+01,1.195781210300737168e-02,-1.669521920487750024e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.209340831588595969e-02,-1.583738974503143444e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.181669574637395949e-02,-1.257612717675519022e-03
7.477099128314499410e-01,1.841673112457957373e+01,1.209155625778427293e-02,-1.398326138921609542e-03
7.288281609585993692e-01,1.893264419257299380e+01,1.208604873264883597e-02,-1.487878344112653507e-03
6.126140549771008637e-03,1.393883490349006493e+01,1.160541557679478121e-02,-6.273631973327136770e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.182232665056442110e-02,-1.171994381301406235e-03
7.610859817068700295e-01,1.792254221555610627e+01,1.209502126898009088e-02,-1.312659579357099496e-03
3.588043807178813438e-01,1.666021960889865738e+01,1.182834044192647080e-02,-1.086957507910698249e-03
1.085692806363770302e+00,1.917436296054636102e+01,1.231871469009601996e-02,-1.536870158825041953e-03
1.229153078410270439e+00,1.873248263188046536e+01,1.240478671836019696e-02,-1.462459142411763526e-03
9.999999999999893419e-01,2.000000000000000000e+01,1.227747474727031857e-02,-1.679152460060995538e-03
2.360066974684826846e-02,1.344230011818341985e+01,1.161834610740776312e-02,-5.472600591448021625e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.183380123788444101e-02,-1.003561035605768804e-03
3.852315172461189263e-01,1.567831972280428943e+01,1.184397894124291500e-02,-9.212450728063936245e-04
4.019493949504706620e-01,1.518776455835368644e+01,1.185504597218536849e-02,-8.394567119624355474e-04
4.152197164099789006e-01,1.469291716997159014e+01,1.186435718252769507e-02,-7.574944574299310052e-04
4.298882323578894216e-01,1.419623623162349091e+01,1.187487329283782450e-02,-6.758257049440560523e-04
7.692281648677301575e-01,1.742261178628551832e+01,1.209628122056715521e-02,-1.226245751339167037e-03
1.200283162850748653e+00,1.819110516899724672e+01,1.238013220922824960e-02,-1.367647245182019916e-03
1.250000000000021316e+00,1.956698729810777593e+01,1.242990552030007884e-02,-1.608277684806136681e-03
1.493645076688999040e+00,1.915780731645812551e+01,1.257996377553592844e-02,-1.541109531271105159e-03
3.021816274658917223e-02,1.293697799842149010e+01,1.162436359192902703e-02,-4.660710077415852900e-04
4.441026490960204853e-01,1.370340103264483567e+01,1.188526448369234788e-02,-5.952991688501376279e-04
7.834061262387201907e-01,1.692026848054210220e+01,1.210253123955196131e-02,-1.139998071874162361e-03
1.197082458876931099e+00,1.769236410254564618e+01,1.237358093321878211e-02,-1.280988702285610356e-03
7.952304015982782914e-01,1.642383889671659247e+01,1.210827645427563735e-02,-1.055245758028563975e-03
1.719710019260990208e+00,1.882683477713113973e+01,1.272066066783257218e-02,-1.487114906477044135e-03
1.499999999999989342e+00,2.000000000000000000e+01,1.259662610119300676e-02,-1.687802320711716264e-03
4.556153152296005260e-02,1.243633101129515950e+01,1.163576285674623907e-02,-3.861426987334303992e-04
6.505650485206970757e-02,1.193874412405663676e+01,1.164956448150026962e-02,-3.070399042043258872e-04
8.351299073286000407e-02,1.144186637449435651e+01,1.166242207735371933e-02,-2.282593983224944249e-04
4.524969318071505597e-01,1.319515967823735636e+01,1.189204965821628358e-02,-5.126577939077580238e-04
8.055556596365285316e-01,1.593434693313355233e+01,1.211389513778056599e-02,-9.722014273802080577e-04
8.259092084109092013e-01,1.544607123446077601e+01,1.212660616706644039e-02,-8.900897355486401662e-04
8.399171062219110695e-01,1.495112084517530882e+01,1.213575745937580871e-02,-8.072904646078850463e-04
8.528497455404107086e-01,1.445376168039130249e+01,1.214460881606232306e-02,-7.246099126068909638e-04
8.686876196325883370e-01,1.395454822402442296e+01,1.215558302196558318e-02,-6.421684739481313192e-04
1.208599230678750303e+00,1.718561937279882557e+01,1.237745768839060637e-02,-1.193546126913599395e-03
1.640309154242618916e+00,1.842499282476863698e+01,1.266524881926449700e-02,-1.415893913206789801e-03
1.626358391036340834e+00,1.795751811465306247e+01,1.265175374865004469e-02,-1.334361579960168485e-03
1.749965376699130104e+00,1.956699425731710917e+01,1.274964482089349128e-02,-1.616475565153089287e-03
2.036298398502758289e+00,1.915510226709084662e+01,1.292734028825562494e-02,-1.549124762896766407e-03
9.393282445844874928e-02,1.094742152819198644e+01,1.166986259937220771e-02,-1.499826238351115539e-04
4.641804179173796285e-01,1.269801895595811203e+01,1.190086092735742618e-02,-4.322813257489757709e-04
8.754673994819093252e-01,1.345467652379300105e+01,1.216092274258829403e-02,-5.599648875670745589e-04
1.221766762960800889e+00,1.668167315296634712e+01,1.238337391063096087e-02,-1.107037420044647020e-03
1.635070722763060758e+00,1.745296325419825223e+01,1.265338029997181701e-02,-1.246980647142047595e-03
1.231747447719911293e+00,1.618954719858659175e+01,1.238811927976300915e-02,-1.022968408724793561e-03
2.068312481335588870e+00,1.868155847200793573e+01,1.294246218867925631e-02,-1.467138594349999764e-03
1.999999999999971578e+00,2.000000000000000000e+01,1.291549684351957217e-02,-1.695459937979218023e-03
1.083717459485988854e-01,1.044811660397001774e+01,1.167951015621191552e-02,-7.104018215966827405e-05
4.868538278209015857e-01,1.219570057768595639e+01,1.191654303226352858e-02,-3.515029663234220609e-04
5.064911181694888853e-01,1.169699876179332776e+01,1.193008564869880300e-02,-2.715209508879604149e-04
5.202005968038285744e-01,1.120373432965658722e+01,1.193961388947965829e-02,-1.925510239517136933e-04
8.884742515083807746e-01,1.295637945450387107e+01,1.217028703120882384e-02,-4.785102392388580241e-04
1.247280178898389380e+00,1.569780972157349908e+01,1.239711487133717850e-02,-9.395414082283284288e-04
1.263726504782329840e+00,1.520818604837023891e+01,1.240725386122628303e-02,-8.569695283872938397e-04
1.276633041324370055e+00,1.471175150185687386e+01,1.241555580826685101e-02,-7.736799542005934208e-04
1.289750815375310111e+00,1.421359363733669490e+01,1.242432304436477154e-02,-6.905777799783833657e-04
1.301095561947441581e+00,1.371486108896388245e+01,1.243218152693536388e-02,-6.077988734177773361e-04
1.645041148365240957e+00,1.694383546025508380e+01,1.265668457042097919e-02,-1.159149755544227819e-03
2.058453210940839995e+00,1.821660273610089575e+01,1.293152075979268900e-02,-1.386084891593221879e-03
2.063815988053988804e+00,1.772139028509279157e+01,1.293077967326486735e-02,-1.300108268851778853e-03
2.258577074391059369e+00,1.961444062813436418e+01,1.307517539570084500e-02,-1.632137166833262350e-03
2.479110847048140442e+00,1.893005132847154925e+01,1.320817876069917997e-02,-1.516052694331421289e-03
