x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,9.948778713997739540e-03,-1.699296154029103804e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.005993388611016101e-02,-1.629810946539042658e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.010063371719119828e-02,-1.465576268956127887e-03
3.171253586207214425e-01,1.911682022212894339e+01,1.010921823591857081e-02,-1.548900118734266966e-03
3.197227889367013631e-01,1.815502063943323918e+01,1.009940291506670682e-02,-1.378626429803621496e-03
5.000000000000000000e-01,2.000000000000000000e+01,1.022411088739620146e-02,-1.708571537943155173e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.034081755619749299e-02,-1.620844322035607356e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.010241004516540704e-02,-1.290985417665555923e-03
7.477099128314499410e-01,1.841673112457957373e+01,1.033913569872073161e-02,-1.432614654569437738e-03
7.288281609585993692e-01,1.893264419257299380e+01,1.033447340834090997e-02,-1.523584176966687100e-03
6.126140549771008637e-03,1.393883490349006493e+01,9.919000893785157730e-03,-6.473923733149426502e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.010708714252432291e-02,-1.203798872533993689e-03
7.610859817068700295e-01,1.792254221555610627e+01,1.034200350194468786e-02,-1.345543847843707610e-03
3.588043807178813438e-01,1.666021960889865738e+01,1.011207489807125492e-02,-1.117093822345442168e-03
1.085692806363770302e+00,1.917436296054636102e+01,1.053469912758061948e-02,-1.572202761843967877e-03
1.229153078410270439e+00,1.873248263188046536e+01,1.060874261731339571e-02,-1.496267839301004907e-03
9.999999999999893419e-01,2.000000000000000000e+01,1.049915862283563352e-02,-1.716784939557819195e-03
2.360066974684826846e-02,1.344230011818341985e+01,9.929937842878653817e-03,-5.649049616637508804e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.011657310855734390e-02,-1.031951320478146977e-03
3.852315172461189263e-01,1.567831972280428943e+01,1.012512738025567009e-02,-9.477786707833451337e-04
4.019493949504706620e-01,1.518776455835368644e+01,1.013444631205301719e-02,-8.640315196032572528e-04
