x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,9.151777994671032868e-03,-1.450230392986167531e-03
2.150677684622799291e-01,1.958417653669586400e+01,9.253716058557520316e-03,-1.390964590811045011e-03
3.125627968666293555e-01,1.864716906470728475e+01,9.291063799932240685e-03,-1.250398578752880260e-03
3.171253586207214425e-01,1.911682022212894339e+01,9.298918325844266267e-03,-1.321769827617835357e-03
3.197227889367013631e-01,1.815502063943323918e+01,9.289976182647430303e-03,-1.175954865456319345e-03
5.000000000000000000e-01,2.000000000000000000e+01,9.404316200687129479e-03,-1.458762883898022649e-03
7.268377157609293704e-01,1.948189336371245162e+01,9.511341820340694225e-03,-1.383856612725060942e-03
3.324799169943588595e-01,1.765661494120666219e+01,9.292793012619532736e-03,-1.100954105230597365e-03
7.477099128314499410e-01,1.841673112457957373e+01,9.509826470750238139e-03,-1.222663562928360094e-03
7.288281609585993692e-01,1.893264419257299380e+01,9.505519072922321427e-03,-1.300548624353382475e-03
6.126140549771008637e-03,1.393883490349006493e+01,9.125246815324707106e-03,-5.510596072468993680e-04
3.462454528261709186e-01,1.715835398417801372e+01,9.297151737852515224e-03,-1.026375325721028218e-03
7.610859817068700295e-01,1.792254221555610627e+01,9.512504491191398071e-03,-1.148131658833248091e-03
3.588043807178813438e-01,1.666021960889865738e+01,9.301804355498302992e-03,-9.522474412646914858e-04
1.085692806363770302e+00,1.917436296054636102e+01,9.689156044467767126e-03,-1.342564710173989361e-03
1.229153078410270439e+00,1.873248263188046536e+01,9.757071763600796283e-03,-1.277671555202305759e-03
9.999999999999893419e-01,2.000000000000000000e+01,9.656584267348368444e-03,-1.466324019921690135e-03
2.360066974684826846e-02,1.344230011818341985e+01,9.135356634197937947e-03,-4.808178147770925028e-04
3.689567595568306047e-01,1.616831246226082541e+01,9.306015555006872872e-03,-8.794934467185551224e-04
