x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,1.072378497236328720e-02,-2.233343146559715799e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.084479257721670739e-02,-2.141988312236113318e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.088907782270956762e-02,-1.927712157866834451e-03
3.171253586207214425e-01,1.911682022212894339e+01,1.089845155239530482e-02,-2.036218686277460437e-03
3.197227889367013631e-01,1.815502063943323918e+01,1.088763511597745995e-02,-1.814335975930566431e-03
5.000000000000000000e-01,2.000000000000000000e+01,1.102331728215864143e-02,-2.243280849035141945e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.115044530381496639e-02,-2.128192351206500185e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.089075785949729196e-02,-1.699917085436528736e-03
7.477099128314499410e-01,1.841673112457957373e+01,1.114861590770203741e-02,-1.882954303809243873e-03
7.288281609585993692e-01,1.893264419257299380e+01,1.114357614715112167e-02,-2.001554080352985990e-03
6.126140549771008637e-03,1.393883490349006493e+01,1.068905729082156308e-02,-8.564463803533677987e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.089565040409872301e-02,-1.585947471550086616e-03
7.610859817068700295e-01,1.792254221555610627e+01,1.115164347560480655e-02,-1.769359047597327201e-03
3.588043807178813438e-01,1.666021960889865738e+01,1.090084607520324343e-02,-1.472472582762441012e-03
1.085692806363770302e+00,1.917436296054636102e+01,1.136148359154068831e-02,-2.063496417310100705e-03
1.229153078410270439e+00,1.873248263188046536e+01,1.144209501613109234e-02,-1.964065156298586568e-03
9.999999999999893419e-01,2.000000000000000000e+01,1.132261117655263515e-02,-2.252024266662426121e-03
2.360066974684826846e-02,1.344230011818341985e+01,1.070070542407626155e-02,-7.474934804677083782e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.090549317473649138e-02,-1.360908389784682695e-03
3.852315172461189263e-01,1.567831972280428943e+01,1.091454144851427763e-02,-1.250446177307280946e-03
4.019493949504706620e-01,1.518776455835368644e+01,1.092441818101647782e-02,-1.140407082288573274e-03
4.152197164099789006e-01,1.469291716997159014e+01,1.093265003057029838e-02,-1.029882166978955595e-03
4.298882323578894216e-01,1.419623623162349091e+01,1.094202690295723382e-02,-9.194817766251137071e-04
7.692281648677301575e-01,1.742261178628551832e+01,1.115252360865505270e-02,-1.654600456626976242e-03
1.200283162850748653e+00,1.819110516899724672e+01,1.141887146466104980e-02,-1.838821247601250515e-03
1.250000000000021316e+00,1.956698729810777593e+01,1.146553776924690883e-02,-2.156578141636885521e-03
1.493645076688999040e+00,1.915780731645812551e+01,1.160619826376334957e-02,-2.066129538210771405e-03
3.021816274658917223e-02,1.293697799842149010e+01,1.070590710861602825e-02,-6.369056105148291225e-04
4.441026490960204853e-01,1.370340103264483567e+01,1.095131817444901755e-02,-8.103914581027575918e-04
7.834061262387201907e-01,1.692026848054210220e+01,1.115801212686842216e-02,-1.539762912976253267e-03
1.197082458876931099e+00,1.769236410254564618e+01,1.141251461420402652e-02,-1.723986510969605437e-03
7.952304015982782914e-01,1.642383889671659247e+01,1.116298488836544450e-02,-1.426668695368046207e-03
1.719710019260990208e+00,1.882683477713113973e+01,1.173803016548650123e-02,-1.993221133645272248e-03
1.499999999999989342e+00,2.000000000000000000e+01,1.162150514858256017e-02,-2.259829163051918412e-03
4.556153152296005260e-02,1.243633101129515950e+01,1.071621652728785117e-02,-5.278060191483592437e-04
6.505650485206970757e-02,1.193874412405663676e+01,1.072884617611316767e-02,-4.196771861170281752e-04
8.351299073286000407e-02,1.144186637449435651e+01,1.074066047033789793e-02,-3.118895516790010742e-04
4.524969318071505597e-01,1.319515967823735636e+01,1.095725080969911676e-02,-6.982466833620241085e-04
8.055556596365285316e-01,1.593434693313355233e+01,1.116781504414069738e-02,-1.315597239727145417e-03
8.259092084109092013e-01,1.544607123446077601e+01,1.117928143143647607e-02,-1.205440484469571995e-03
8.399171062219110695e-01,1.495112084517530882e+01,1.118740348724612567e-02,-1.094150814517943658e-03
8.528497455404107086e-01,1.445376168039130249e+01,1.119525051584019035e-02,-9.827761761969171748e-04
8.686876196325883370e-01,1.395454822402442296e+01,1.120510760484088111e-02,-8.714713101750669105e-04
1.208599230678750303e+00,1.718561937279882557e+01,1.141585406157057982e-02,-1.607795075301635557e-03
1.640309154242618916e+00,1.842499282476863698e+01,1.168607599702048243e-02,-1.899550209053831821e-03
1.626358391036340834e+00,1.795751811465306247e+01,1.167330254114471756e-02,-1.791694904658083830e-03
1.749965376699130104e+00,1.956699425731710917e+01,1.176505381318620168e-02,-2.163956390621683303e-03
2.036298398502758289e+00,1.915510226709084662e+01,1.193165955968678547e-02,-2.073129017156547394e-03
9.393282445844874928e-02,1.094742152819198644e+01,1.074746464125541333e-02,-2.047329909294057010e-04
4.641804179173796285e-01,1.269801895595811203e+01,1.096513877294893330e-02,-5.889650650381398006e-04
8.754673994819093252e-01,1.345467652379300105e+01,1.120970839870095472e-02,-7.603189132672645003e-04
1.221766762960800889e+00,1.668167315296634712e+01,1.142104793268773448e-02,-1.492600773440865133e-03
1.635070722763060758e+00,1.745296325419825223e+01,1.167460863501736633e-02,-1.675774393737917371e-03
1.231747447719911293e+00,1.618954719858659175e+01,1.142511269484032706e-02,-1.380437662778944558e-03
