x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,8.916773758726549703e-03,-1.559036400288977718e-03
2.150677684622799291e-01,1.958417653669586400e+01,9.016497301121721361e-03,-1.495291134296458007e-03
3.125627968666293555e-01,1.864716906470728475e+01,9.053021732401852345e-03,-1.344771091486220540e-03
3.171253586207214425e-01,1.911682022212894339e+01,9.060719310428280368e-03,-1.421118419790836935e-03
3.197227889367013631e-01,1.815502063943323918e+01,9.051914407881823249e-03,-1.265084486617855039e-03
5.000000000000000000e-01,2.000000000000000000e+01,9.163760265163118854e-03,-1.567334474899498070e-03
7.268377157609293704e-01,1.948189336371245162e+01,9.268480202206781648e-03,-1.486873431762407178e-03
3.324799169943588595e-01,1.765661494120666219e+01,9.054606202243416224e-03,-1.184754230758332033e-03
7.477099128314499410e-01,1.841673112457957373e+01,9.266990155901216539e-03,-1.314397720931143260e-03
7.288281609585993692e-01,1.893264419257299380e+01,9.262799968005630893e-03,-1.397761569769496526e-03
6.126140549771008637e-03,1.393883490349006493e+01,8.889923893306733368e-03,-5.945357598889230381e-04
3.462454528261709186e-01,1.715835398417801372e+01,9.058790488459022086e-03,-1.104823851568903720e-03
7.610859817068700295e-01,1.792254221555610627e+01,9.269563510056342409e-03,-1.234597943644630789e-03
3.588043807178813438e-01,1.666021960889865738e+01,9.063251836458775107e-03,-1.025322566762726546e-03
1.085692806363770302e+00,1.917436296054636102e+01,9.442423046013599316e-03,-1.442182002055589392e-03
1.229153078410270439e+00,1.873248263188046536e+01,9.508860223800713260e-03,-1.372554946762777339e-03
9.999999999999893419e-01,2.000000000000000000e+01,9.410504731886974727e-03,-1.574675562065655510e-03
2.360066974684826846e-02,1.344230011818341985e+01,8.899717565695210858e-03,-5.188173534823137083e-04
3.689567595568306047e-01,1.616831246226082541e+01,9.067275412772591789e-03,-9.472421914672949760e-04
3.852315172461189263e-01,1.567831972280428943e+01,9.074933859598734512e-03,-8.700346014898078292e-04
4.019493949504706620e-01,1.518776455835368644e+01,9.083275795035303246e-03,-7.932069315209640649e-04
4.152197164099789006e-01,1.469291716997159014e+01,9.090263113378339171e-03,-7.161155165742651586e-04
4.298882323578894216e-01,1.419623623162349091e+01,9.098187781264586646e-03,-6.391910936690067954e-04
7.692281648677301575e-01,1.742261178628551832e+01,9.270404932361047193e-03,-1.154035323348237378e-03
1.200283162850748653e+00,1.819110516899724672e+01,9.489755930266810524e-03,-1.284429919246342583e-03
1.250000000000021316e+00,1.956698729810777593e+01,9.528235909360320902e-03,-1.508057561067072940e-03
1.493645076688999040e+00,1.915780731645812551e+01,9.644125289616833907e-03,-1.444924791610596726e-03
3.021816274658917223e-02,1.293697799842149010e+01,8.904186750301990375e-03,-4.420098479016112709e-04
4.441026490960204853e-01,1.370340103264483567e+01,9.106029113473995684e-03,-5.632495706548535990e-04
7.834061262387201907e-01,1.692026848054210220e+01,9.275076900339383063e-03,-1.073506198880198013e-03
1.197082458876931099e+00,1.769236410254564618e+01,9.484597254406680611e-03,-1.203738526267770234e-03
7.952304015982782914e-01,1.642383889671659247e+01,9.279345365207400387e-03,-9.942717495185207296e-04
1.719710019260990208e+00,1.882683477713113973e+01,9.752756390190551322e-03,-1.394099358730442259e-03
1.499999999999989342e+00,2.000000000000000000e+01,9.656889191827283322e-03,-1.581253409242850674e-03
4.556153152296005260e-02,1.243633101129515950e+01,8.912837406054920433e-03,-3.663032946937225015e-04
6.505650485206970757e-02,1.193874412405663676e+01,8.923371165465742924e-03,-2.913164682890272529e-04
8.351299073286000407e-02,1.144186637449435651e+01,8.933204657925837219e-03,-2.165945432786711754e-04
4.524969318071505597e-01,1.319515967823735636e+01,9.111094772659880658e-03,-4.852379858144172564e-04
8.055556596365285316e-01,1.593434693313355233e+01,9.283504141836802434e-03,-9.165303798165482570e-04
8.259092084109092013e-01,1.544607123446077601e+01,9.293136187775063312e-03,-8.395283387650594913e-04
8.399171062219110695e-01,1.495112084517530882e+01,9.300014457419210692e-03,-7.617964896050038060e-04
8.528497455404107086e-01,1.445376168039130249e+01,9.306664958742697294e-03,-6.840784626746326206e-04
8.686876196325883370e-01,1.395454822402442296e+01,9.314963112158059638e-03,-6.064842235909853694e-04
1.208599230678750303e+00,1.718561937279882557e+01,9.487465301872067755e-03,-1.122189104703252577e-03
1.640309154242618916e+00,1.842499282476863698e+01,9.709942970843611285e-03,-1.328066617737020533e-03
1.626358391036340834e+00,1.795751811465306247e+01,9.699456243733309974e-03,-1.252223080459768196e-03
1.749965376699130104e+00,1.956699425731710917e+01,9.775106550339605904e-03,-1.514282589422053741e-03
2.036298398502758289e+00,1.915510226709084662e+01,9.912347752792045885e-03,-1.450931526937001984e-03
9.393282445844874928e-02,1.094742152819198644e+01,8.938881728041874267e-03,-1.423271527827798166e-04
4.641804179173796285e-01,1.269801895595811203e+01,9.117748451093154322e-03,-4.092804854153103624e-04
8.754673994819093252e-01,1.345467652379300105e+01,9.318921230124945984e-03,-5.290463700024317182e-04
1.221766762960800889e+00,1.668167315296634712e+01,9.491889289906529220e-03,-1.041412202998737418e-03
1.635070722763060758e+00,1.745296325419825223e+01,9.700615613902506193e-03,-1.170806104952274015e-03
1.231747447719911293e+00,1.618954719858659175e+01,9.495396519548981659e-03,-9.628249669201926044e-04
2.068312481335588870e+00,1.868155847200793573e+01,9.924024724561272132e-03,-1.374617651345332557e-03
1.999999999999971578e+00,2.000000000000000000e+01,9.903091382894019593e-03,-1.587051760830071384e-03
1.083717459485988854e-01,1.044811660397001774e+01,8.946294284641375175e-03,-6.740746661920396954e-05
4.868538278209015857e-01,1.219570057768595639e+01,9.129731903088774206e-03,-3.328638163748200412e-04
5.064911181694888853e-01,1.169699876179332776e+01,9.140089001216662734e-03,-2.571590753445353750e-04
5.202005968038285744e-01,1.120373432965658722e+01,9.147371702357501647e-03,-1.823839069785764357e-04
8.884742515083807746e-01,1.295637945450387107e+01,9.326004611254656851e-03,-4.522249535200326652e-04
1.247280178898389380e+00,1.569780972157349908e+01,9.502176375966850733e-03,-8.847256224057540490e-04
1.263726504782329840e+00,1.520818604837023891e+01,9.509836179179121871e-03,-8.073303319357902526e-04
1.276633041324370055e+00,1.471175150185687386e+01,9.516075780111234866e-03,-7.291780042917914541e-04
1.289750815375310111e+00,1.421359363733669490e+01,9.522679575419759623e-03,-6.511103214524886426e-04
1.301095561947441581e+00,1.371486108896388245e+01,9.528590780643759681e-03,-5.732659261568620254e-04
1.645041148365240957e+00,1.694383546025508380e+01,9.703048698382234563e-03,-1.088886590792923544e-03
2.058453210940839995e+00,1.821660273610089575e+01,9.915541353904365821e-03,-1.299238105521107779e-03
