x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,1.126155795042025308e-02,-2.573560570843270567e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.138934873420459522e-02,-2.468334268779084038e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.143603461240737425e-02,-2.222300185462046732e-03
3.171253586207214425e-01,1.911682022212894339e+01,1.144599199870056580e-02,-2.346796783837719075e-03
3.197227889367013631e-01,1.815502063943323918e+01,1.143441109640645770e-02,-2.092153041014599511e-03
5.000000000000000000e-01,2.000000000000000000e+01,1.157783355205080703e-02,-2.584005537710592527e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.171209650253299782e-02,-2.451568065338168359e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.143757541113006072e-02,-1.960742942231136557e-03
7.477099128314499410e-01,1.841673112457957373e+01,1.171005962779440336e-02,-2.170130396561830398e-03
7.288281609585993692e-01,1.893264419257299380e+01,1.170481121762994778e-02,-2.306275322968013002e-03
6.126140549771008637e-03,1.393883490349006493e+01,1.122311793665278258e-02,-9.903697344787064285e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.144258397317418803e-02,-1.829786069414296923e-03
7.610859817068700295e-01,1.792254221555610627e+01,1.171315110099235314e-02,-2.039705881662679660e-03
3.588043807178813438e-01,1.666021960889865738e+01,1.144789894148755260e-02,-1.699328892358957293e-03
1.085692806363770302e+00,1.917436296054636102e+01,1.193493999767103984e-02,-2.376755968580672625e-03
1.229153078410270439e+00,1.873248263188046536e+01,1.202003497075412528e-02,-2.262425494287722064e-03
9.999999999999893419e-01,2.000000000000000000e+01,1.189388832351637518e-02,-2.593195226272040996e-03
2.360066974684826846e-02,1.344230011818341985e+01,1.123524569830674537e-02,-8.646129829729271845e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.145262519458333482e-02,-1.571001283150393361e-03
3.852315172461189263e-01,1.567831972280428943e+01,1.146199403304611064e-02,-1.443859425080351372e-03
4.019493949504706620e-01,1.518776455835368644e+01,1.147223831478055324e-02,-1.317132208035839578e-03
