x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm]
0.000000000000000000e+00,2.000000000000000000e+01,1.433096506658689852e-02,-2.516730883443149807e-03
2.150677684622799291e-01,1.958417653669586400e+01,1.449129266640098931e-02,-2.413795836160487467e-03
3.125627968666293555e-01,1.864716906470728475e+01,1.455002041514222993e-02,-2.170806384975328476e-03
3.171253586207214425e-01,1.911682022212894339e+01,1.456239087708195712e-02,-2.294047262913264090e-03
3.197227889367013631e-01,1.815502063943323918e+01,1.454824316282810059e-02,-2.042168852253506504e-03
5.000000000000000000e-01,2.000000000000000000e+01,1.472802538193429371e-02,-2.530057840225703302e-03
7.268377157609293704e-01,1.948189336371245162e+01,1.489637616058412349e-02,-2.400141223794092799e-03
3.324799169943588595e-01,1.765661494120666219e+01,1.455256969454325755e-02,-1.912483302856412453e-03
7.477099128314499410e-01,1.841673112457957373e+01,1.489398586127760847e-02,-2.121720130411160719e-03
7.288281609585993692e-01,1.893264419257299380e+01,1.488724323073586063e-02,-2.256295063926003989e-03
6.126140549771008637e-03,1.393883490349006493e+01,1.428780048665253925e-02,-9.595693978904373551e-04
3.462454528261709186e-01,1.715835398417801372e+01,1.455929382058567152e-02,-1.783440228990705589e-03
7.610859817068700295e-01,1.792254221555610627e+01,1.489812707718172688e-02,-1.992895813021616346e-03
3.588043807178813438e-01,1.666021960889865738e+01,1.456645958100934689e-02,-1.655088757347625674e-03
1.085692806363770302e+00,1.917436296054636102e+01,1.517599941278318862e-02,-2.327961905916803732e-03
1.229153078410270439e+00,1.873248263188046536e+01,1.528280483945308396e-02,-2.215551179734620048e-03
9.999999999999893419e-01,2.000000000000000000e+01,1.512469257894728109e-02,-2.541852838553659063e-03
2.360066974684826846e-02,1.344230011818341985e+01,1.430354479569371194e-02,-8.372913366010237366e-04
3.689567595568306047e-01,1.616831246226082541e+01,1.457291925209994524e-02,-1.529027401607208070e-03
3.852315172461189263e-01,1.567831972280428943e+01,1.458522511972345018e-02,-1.404371711785051000e-03
4.019493949504706620e-01,1.518776455835368644e+01,1.459863178802696393e-02,-1.280324231300477037e-03
4.152197164099789006e-01,1.469291716997159014e+01,1.460986287823301186e-02,-1.155845797787395787e-03
4.298882323578894216e-01,1.419623623162349091e+01,1.462260103831984799e-02,-1.031631013035142928e-03
7.692281648677301575e-01,1.742261178628551832e+01,1.489947919923210150e-02,-1.862835008921231343e-03
1.200283162850748653e+00,1.819110516899724672e+01,1.525209787839507461e-02,-2.073290913961549874e-03
1.250000000000021316e+00,1.956698729810777593e+01,1.531395653757717037e-02,-2.434284915831952476e-03
1.493645076688999040e+00,1.915780731645812551e+01,1.550024797708999917e-02,-2.332355346377542465e-03
3.021816274658917223e-02,1.293697799842149010e+01,1.431072652528922462e-02,-7.132525284990109873e-04
4.441026490960204853e-01,1.370340103264483567e+01,1.463520645633874413e-02,-9.089994627549641921e-04
7.834061262387201907e-01,1.692026848054210220e+01,1.490698380642941669e-02,-1.732825034674125887e-03
1.197082458876931099e+00,1.769236410254564618e+01,1.524380767914896954e-02,-1.943025165483254404e-03
7.952304015982782914e-01,1.642383889671659247e+01,1.491383578201365551e-02,-1.604905028336403540e-03
1.719710019260990208e+00,1.882683477713113973e+01,1.567488680551771055e-02,-2.250287675386143400e-03
1.499999999999989342e+00,2.000000000000000000e+01,1.552077495122280298e-02,-2.552423017183599006e-03
4.556153152296005260e-02,1.243633101129515950e+01,1.432462958138982188e-02,-5.909878484348129232e-04
6.505650485206970757e-02,1.193874412405663676e+01,1.434155997459554167e-02,-4.698851819096197644e-04
8.351299073286000407e-02,1.144186637449435651e+01,1.435736316501242012e-02,-3.492097302828515082e-04
4.524969318071505597e-01,1.319515967823735636e+01,1.464334934601023083e-02,-7.830216090829247855e-04
8.055556596365285316e-01,1.593434693313355233e+01,1.492051562488171459e-02,-1.479391586605600072e-03
8.259092084109092013e-01,1.544607123446077601e+01,1.493599539562307475e-02,-1.355066136121435994e-03
8.399171062219110695e-01,1.495112084517530882e+01,1.494705259632592848e-02,-1.229558104092363588e-03
8.528497455404107086e-01,1.445376168039130249e+01,1.495774377353480990e-02,-1.104067952095803698e-03
8.686876196325883370e-01,1.395454822402442296e+01,1.497108459647172006e-02,-9.787718637287959756e-04
1.208599230678750303e+00,1.718561937279882557e+01,1.524841450481632769e-02,-1.811372221011679773e-03
1.640309154242618916e+00,1.842499282476863698e+01,1.560606239960635189e-02,-2.143691871859015625e-03
1.626358391036340834e+00,1.795751811465306247e+01,1.558920911159958692e-02,-2.021252767672694801e-03
1.749965376699130104e+00,1.956699425731710917e+01,1.571080737887203468e-02,-2.444297937141832241e-03
2.036298398502758289e+00,1.915510226709084662e+01,1.593143926838673854e-02,-2.342006753031018827e-03
9.393282445844874928e-02,1.094742152819198644e+01,1.436648631399232816e-02,-2.292676286300154051e-04
4.641804179173796285e-01,1.269801895595811203e+01,1.465404363410739014e-02,-6.603590294636794457e-04
8.754673994819093252e-01,1.345467652379300105e+01,1.497744743514755998e-02,-8.537272378364188334e-04
1.221766762960800889e+00,1.668167315296634712e+01,1.525551766201354957e-02,-1.680963360608950198e-03
1.635070722763060758e+00,1.745296325419825223e+01,1.559107036386334078e-02,-1.889817350870936922e-03
1.231747447719911293e+00,1.618954719858659175e+01,1.526114899102509227e-02,-1.554087364686089923e-03
2.068312481335588870e+00,1.868155847200793573e+01,1.595021751031252058e-02,-2.218803646848967279e-03
1.999999999999971578e+00,2.000000000000000000e+01,1.591656394883119580e-02,-2.561754915816045249e-03
1.083717459485988854e-01,1.044811660397001774e+01,1.437840121577300782e-02,-1.082748423114817266e-04
4.868538278209015857e-01,1.219570057768595639e+01,1.467330384533038594e-02,-5.369516659323864127e-04
5.064911181694888853e-01,1.169699876179332776e+01,1.468994872314512666e-02,-4.146944896713657494e-04
5.202005968038285744e-01,1.120373432965658722e+01,1.470165207668143806e-02,-2.939377249919798902e-04
8.884742515083807746e-01,1.295637945450387107e+01,1.498883486012226977e-02,-7.296739489514115010e-04
1.247280178898389380e+00,1.569780972157349908e+01,1.527204187953346524e-02,-1.427994986892862058e-03
1.263726504782329840e+00,1.520818604837023891e+01,1.528435586583367506e-02,-1.303033378940302847e-03
1.276633041324370055e+00,1.471175150185687386e+01,1.529438659951772896e-02,-1.176845509160718943e-03
1.289750815375310111e+00,1.421359363733669490e+01,1.530500397611740671e-02,-1.050791200268321596e-03
1.301095561947441581e+00,1.371486108896388245e+01,1.531450798322989831e-02,-9.250938658379751975e-04
1.645041148365240957e+00,1.694383546025508380e+01,1.559497284774746112e-02,-1.757567599587428779e-03
2.058453210940839995e+00,1.821660273610089575e+01,1.593658155955076511e-02,-2.097110611435155231e-03
2.063815988053988804e+00,1.772139028509279157e+01,1.593555104192528882e-02,-1.967882042376362193e-03
2.258577074391059369e+00,1.961444062813436418e+01,1.611488550551618340e-02,-2.465698550805617371e-03
2.479110847048140442e+00,1.893005132847154925e+01,1.628009261495308446e-02,-2.290625282374230895e-03
1.214398668547005400e-01,9.948058485410040674e+00,1.438883732395777187e-02,1.289257641689818868e-05
5.316974400276812673e-01,1.070572227832425938e+01,1.471132695749656147e-02,-1.721610059610282684e-04
