Epoch,Train_Loss,Validation_Loss
1,0.26820114254951477,0.22560067474842072
2,0.22586677968502045,0.18764305114746094
3,0.18787389993667603,0.1522902101278305
4,0.15248383581638336,0.11880505084991455
5,0.11895740032196045,0.08761262148618698
6,0.08771827071905136,0.06060301512479782
7,0.060656044632196426,0.04128168895840645
8,0.04127691686153412,0.034123994410037994
9,0.03405933827161789,0.040958505123853683
10,0.04084043577313423,0.053772348910570145
11,0.05362165719270706,0.06004553288221359
12,0.05988815054297447,0.05664827674627304
13,0.056503776460886,0.04766065254807472
14,0.04754073917865753,0.038236744701862335
15,0.038146842271089554,0.031756434589624405
16,0.03169717639684677,0.029224488884210587
17,0.029192917048931122,0.02981475740671158
18,0.029805390164256096,0.03186199069023132
19,0.03186795487999916,0.033767424523830414
20,0.033781617879867554,0.03450937196612358
21,0.03452540189027786,0.03373130038380623
22,0.03374408930540085,0.03158528730273247
23,0.03159138187766075,0.028517570346593857
24,0.028515281155705452,0.025082074105739594
25,0.025071466341614723,0.021796373650431633
26,0.02177913300693035,0.019036605954170227
27,0.019015725702047348,0.016973625868558884
28,0.016952816396951675,0.015556934289634228
29,0.015539816580712795,0.014548472128808498
30,0.014537625946104527,0.013606457971036434
31,0.013602681457996368,0.012422009371221066
32,0.012424159795045853,0.010877756401896477
33,0.010883361101150513,0.009137842804193497
34,0.009144226089119911,0.007590077351778746
35,0.007595458999276161,0.006641100626438856
36,0.006644963286817074,0.006458078045397997
37,0.006460461765527725,0.006850528065115213
38,0.006851002108305693,0.007419223431497812
39,0.007417130749672651,0.00778111070394516
40,0.007777105085551739,0.007688992191106081
41,0.007685483433306217,0.007123978808522224
42,0.007123374845832586,0.00628973264247179
43,0.006292564794421196,0.005450722761452198
44,0.005455654114484787,0.004799600690603256
45,0.004804864060133696,0.004435447510331869
46,0.004440022632479668,0.004362120293080807
47,0.004365782719105482,0.004487751051783562
48,0.0044904667884111404,0.004672846756875515
49,0.004674368537962437,0.004799571353942156
50,0.004799539688974619,0.004803223069757223
51,0.004801518749445677,0.004667854402214289
52,0.004664813634008169,0.004417882300913334
53,0.004414208233356476,0.004108695778995752
54,0.004105181433260441,0.003803032450377941
55,0.0038002990186214447,0.0035409678239375353
56,0.0035393673460930586,0.003328480524942279
57,0.0033281841315329075,0.003152465680614114
58,0.0031536405440419912,0.00300103728659451
59,0.0030039562843739986,0.0028690332546830177
60,0.002874034456908703,0.002755804220214486
61,0.0027631421107798815,0.002667981432750821
62,0.002677707001566887,0.0026180162094533443
63,0.0026299741584807634,0.0026091269683092833
64,0.0026230334769934416,0.0026241864543408155
65,0.0026396873872727156,0.0026353546418249607
66,0.0026520148385316133,0.002620876766741276
67,0.002638154197484255,0.002572758588939905
68,0.0025900292675942183,0.002499576425179839
69,0.0025162373203784227,0.002425561426207423
70,0.00244115199893713,0.002377739641815424
71,0.0023920137900859118,0.0023679689038544893
72,0.002380893100053072,0.0023875196930021048
73,0.0023992275819182396,0.0024165294598788023
74,0.0024272750597447157,0.0024366045836359262
75,0.0024467252660542727,0.00243910844437778
76,0.002448987914249301,0.0024273728486150503
77,0.0024373859632760286,0.002411252586171031
78,0.0024217029567807913,0.00239744340069592
79,0.0024085133336484432,0.0023846514523029327
80,0.002396391239017248,0.0023674287367612123
81,0.0023797827307134867,0.0023427216801792383
82,0.0023555688094347715,0.0023128835018724203
83,0.0023260703310370445,0.0022845768835395575
84,0.0022979420609772205,0.0022647397127002478
85,0.002278143772855401,0.0022555706091225147
86,0.0022689281031489372,0.0022530113346874714
87,0.0022663024719804525,0.00225051655434072
88,0.0022637697402387857,0.0022436785511672497
89,0.0022569294087588787,0.002231860999017954
90,0.0022451195400208235,0.0022176369093358517
91,0.0022308810148388147,0.0022048719692975283
92,0.002218054374679923,0.002195829525589943
93,0.002208885969594121,0.002189876511693001
94,0.002202726202085614,0.0021850229240953922
95,0.0021975766867399216,0.002179846167564392
96,0.0021920267026871443,0.0021740556694567204
97,0.002185822231695056,0.0021683007944375277
98,0.0021796610672026873,0.0021634057629853487
99,0.0021744167897850275,0.0021592366974800825
100,0.0021699913777410984,0.0021545838098973036
101,0.002165199024602771,0.00214828341268003
102,0.002158886520192027,0.0021400831174105406
103,0.0021507989149540663,0.0021306704729795456
104,0.002141603734344244,0.002121297875419259
105,0.0021325196139514446,0.0021130312234163284
106,0.0021245696116238832,0.0021060211583971977
107,0.002117865951731801,0.002099644159898162
108,0.002111752750352025,0.0020932236220687628
109,0.0021055336110293865,0.00208645174279809
110,0.0020988923497498035,0.0020794610027223825
111,0.002091964241117239,0.0020726362708956003
112,0.0020851490553468466,0.002066174056380987
113,0.0020786647219210863,0.002059889491647482
114,0.0020723482593894005,0.0020535048097372055
115,0.002065937500447035,0.00204692711122334
116,0.0020593495573848486,0.0020402963273227215
117,0.0020527257584035397,0.002033896977081895
118,0.0020463475957512856,0.0020279064774513245
119,0.0020403857342898846,0.0020222000312060118
120,0.002034706762060523,0.002016489626839757
121,0.002029015915468335,0.0020105664152652025
122,0.0020231015514582396,0.00200440245680511
123,0.0020169387571513653,0.0019981374498456717
124,0.0020106732845306396,0.0019919374026358128
125,0.002004478592425585,0.0019858332816511393
126,0.0019983933307230473,0.001979747787117958
127,0.001992343459278345,0.001973617821931839
128,0.001986265182495117,0.0019674503710120916
129,0.0019801610615104437,0.0019613185431808233
130,0.0019740937277674675,0.0019552980083972216
131,0.0019681283738464117,0.0019493798026815057
132,0.0019622475374490023,0.0019434981513768435
133,0.0019563783425837755,0.0019376050913706422
134,0.001950472011230886,0.0019317067926749587
135,0.0019445373909547925,0.0019258542452007532
136,0.0019386336207389832,0.001920094364322722
137,0.0019328173948451877,0.0019144174875691533
138,0.001927089411765337,0.0019087744876742363
139,0.001921407994814217,0.001903123571537435
140,0.0019157357746735215,0.0018974535632878542
141,0.001910062856040895,0.001891785184852779
142,0.001904407748952508,0.001886140089482069
143,0.0018987864023074508,0.0018805168801918626
144,0.001893192296847701,0.0018749028677120805
145,0.0018876076210290194,0.0018692952580749989
146,0.0018820276018232107,0.0018637070897966623
147,0.0018764645792543888,0.001858161180280149
148,0.0018709419528022408,0.0018526652129366994
149,0.0018654696177691221,0.0018472078954800963
150,0.001860037911683321,0.001841772929765284
151,0.0018546312348917127,0.0018363547278568149
152,0.0018492430681362748,0.0018309609731659293
153,0.0018438792321830988,0.0018256063340231776
154,0.0018385512521490455,0.0018202963983640075
