Epoch,Train_Loss,Validation_Loss
1,0.2776355743408203,0.21969695389270782
2,0.2201441079378128,0.17010238766670227
3,0.17051224410533905,0.12833718955516815
4,0.1287059634923935,0.09426315128803253
5,0.09458720684051514,0.06764280050992966
6,0.06791899353265762,0.0481153279542923
7,0.04834136366844177,0.03515823930501938
8,0.03533300757408142,0.0280309971421957
9,0.028154967352747917,0.025719815865159035
10,0.025795402005314827,0.026928577572107315
11,0.026960380375385284,0.030162731185555458
12,0.03015744499862194,0.033932045102119446
13,0.03389795124530792,0.03700932860374451
14,0.036955371499061584,0.038613513112068176
15,0.03854839876294136,0.03844422847032547
16,0.038375694304704666,0.0365968681871891
17,0.036531273275613785,0.03342752158641815
18,0.033369701355695724,0.029419807717204094
19,0.029373090714216232,0.025077510625123978
20,0.025043882429599762,0.020848754793405533
21,0.02082904614508152,0.01707979291677475
22,0.017073895782232285,0.013994152657687664
23,0.014001247473061085,0.011692335829138756
24,0.011711093597114086,0.010166807100176811
25,0.010195579379796982,0.009326526895165443
26,0.009363490156829357,0.00902530923485756
27,0.009068592451512814,0.009089531376957893
28,0.009137305431067944,0.009342380799353123
29,0.009392927400767803,0.009623601101338863
30,0.009675354696810246,0.009804434143006802
31,0.009856016375124454,0.009797384031116962
32,0.009847620502114296,0.009560160338878632
33,0.009608081541955471,0.009093462489545345
34,0.009138304740190506,0.00843350775539875
35,0.00847470760345459,0.00764111615717411
36,0.007678287569433451,0.006789643317461014
37,0.006822571158409119,0.005953616462647915
38,0.005982233211398125,0.005199194420129061
39,0.005223562475293875,0.004576851148158312
40,0.004597146064043045,0.004116354044526815
41,0.00413284357637167,0.0038242998998612165
42,0.003837327705696225,0.003684672759845853
43,0.0036946446634829044,0.0036628111265599728
44,0.0036701797507703304,0.00371248135343194
45,0.003717727493494749,0.0037847610656172037
46,0.0037883780896663666,0.003836732590571046
47,0.0038392054848372936,0.0038380466867238283
48,0.003839830867946148,0.0037742434069514275
49,0.0037757435347884893,0.0036467546597123146
50,0.003648307640105486,0.0034701619297266006
51,0.003472024342045188,0.0032676111441105604
52,0.0032699531875550747,0.003065314842388034
53,0.0030682217329740524,0.0028871416579931974
54,0.0028906206134706736,0.0027502686716616154
55,0.002754264511168003,0.002662699669599533
56,0.0026671120431274176,0.002622997621074319
57,0.002627700101584196,0.0026219848077744246
58,0.002626844448968768,0.0026457037311047316
59,0.0026505959685891867,0.002678771736100316
60,0.0026835931930691004,0.0027074019890278578
61,0.0027120751328766346,0.0027216344606131315
62,0.0027261092327535152,0.002716566901654005
63,0.002720819553360343,0.0026925040874630213
64,0.002696529496461153,0.0026540898252278566
65,0.0026578959077596664,0.002608657581731677
66,0.002612258540466428,0.0025642230175435543
67,0.0025676351506263018,0.0025276062078773975
68,0.002530844649299979,0.0025031149853020906
69,0.0025061939377337694,0.002491986146196723
70,0.0024949193466454744,0.0024925752077251673
71,0.002495378255844116,0.002501116134226322
72,0.002503808354958892,0.0025128163397312164
73,0.0025154203176498413,0.002523030387237668
74,0.0025255728978663683,0.0025282646529376507
75,0.0025307743344455957,0.0025268029421567917
76,0.0025293068028986454,0.0025188217405229807
77,0.002521343296393752,0.00250602955929935
78,0.0025085872039198875,0.0024909903295338154
79,0.0024935950059443712,0.002476366236805916
80,0.002479021903127432,0.0024642799980938435
81,0.002466985723003745,0.0024559253361076117
82,0.0024586771614849567,0.0024514507967978716
83,0.0024542438331991434,0.0024500982835888863
84,0.0024529278744012117,0.0024505299516022205
85,0.0024533928371965885,0.0024512470699846745
86,0.0024541423190385103,0.0024509893264621496
87,0.0024539155419915915,0.002449007472023368
88,0.0024519634898751974,0.0024451592471450567
89,0.002448141807690263,0.002439830917865038
90,0.0024428353644907475,0.0024337510112673044
91,0.002436770359054208,0.0024277507327497005
92,0.002430778229609132,0.002422548830509186
93,0.0024255774915218353,0.0024185890797525644
94,0.0024216147139668465,0.0024159704335033894
95,0.0024189914111047983,0.002414474030956626
96,0.002417492214590311,0.002413669368252158
97,0.002416689181700349,0.002413062145933509
98,0.00241608964279294,0.0024122302420437336
99,0.002415273105725646,0.002410918939858675
100,0.00241398299112916,0.002409069798886776
101,0.0024121608585119247,0.002406800864264369
102,0.002409922191873193,0.002404343569651246
103,0.0024074974935501814,0.0024019614793360233
104,0.002405148930847645,0.002399873686954379
105,0.0024030948989093304,0.0023981991689652205
106,0.002401453908532858,0.002396940253674984
107,0.0024002273567020893,0.002396001946181059
108,0.0023993197828531265,0.00239523290656507
109,0.0023985793814063072,0.0023944764398038387
110,0.002397847594693303,0.0023936100769788027
111,0.0023970017209649086,0.002392572583630681
112,0.0023959786631166935,0.002391366520896554
113,0.0023947823792696,0.002390049397945404
114,0.0023934694472700357,0.0023887059651315212
115,0.0023921264801174402,0.0023874174803495407
116,0.0023908361326903105,0.0023862398229539394
