x-coordinate [mm],y-coordinate [mm],x-displacement [mm],y-displacement [mm],G,K
29.30346770798421,18.09255618496156,0.0259606072450169,-0.0003166166439482,89000000000.0,84200000000.0
35.7693046242328,14.987533824376632,0.0236289154387634,-0.0014337606920727,95700000000.0,141000000000.0
44.023502318008994,5.504525441747745,0.0304870732502081,0.0013839330394671,95700000000.0,141000000000.0
76.35099195404618,5.808570596814019,0.0618070504984241,0.0005436062831011,73200000000.0,89400000000.0
3.3927359401275083,16.50755870784858,0.0108224506050073,-0.0010099437304734,79900000000.0,126000000000.0
78.79686603240573,8.35918312679343,0.0674379120621138,0.0002391509740352,68000000000.0,85600000000.0
74.51195182182909,19.19554140490409,0.06472629184831,-0.0013358486578795,68000000000.0,85600000000.0
24.60476468032508,15.747010462945136,0.027538875001142,-0.0012429157532985,56900000000.0,124000000000.0
59.1361187425597,15.986698391912816,0.0371854934409911,-0.0006074101866175,95700000000.0,141000000000.0
1.6450411483652407,16.943835460255084,0.0118516587125221,-0.0008454394179635,73200000000.0,89400000000.0
10.935677359616012,8.947868231221795,0.0156099061116282,6.499155979166317e-05,89000000000.0,84200000000.0
32.12193827468281,6.186796187513545,0.0317472762937335,0.0007195849654674,56900000000.0,124000000000.0
51.46721338551107,13.242099578917164,0.0411644056926734,-9.660666601587243e-05,86200000000.0,98100000000.0
5.499981940371661,19.227071000186903,0.0150819664090485,-0.0013225217546246,68000000000.0,85600000000.0
74.16361993315478,6.487435804758432,0.0480203270688404,0.000474406473789,87300000000.0,127000000000.0
68.28568794988217,14.04323622721143,0.0552843835703114,-0.0008207604001988,67400000000.0,120000000000.0
26.817404357148973,13.56064804339774,0.0220785758143876,-0.0004331877846135,75800000000.0,150000000000.0
18.095794417174837,16.850053500612404,0.0216789916434022,-0.0007775904080083,73200000000.0,89400000000.0
17.891031879656303,7.590265511231791,0.0192861508046706,0.0001134014971732,89000000000.0,84200000000.0
6.265860900501941,4.609366846023298,0.0127037356234352,0.0005205149948808,86200000000.0,98100000000.0
64.20771495337587,6.409500882844922,0.0487462641573524,0.000193929235772,89000000000.0,84200000000.0
72.00938199739988,6.166945224052312,0.0663318380932117,0.0012048001401047,53700000000.0,131000000000.0
69.86998042880522,5.345617967121597,0.0459852905806578,0.0006191547659199,87300000000.0,127000000000.0
66.00217480425631,4.468959414913346,0.0446411164222607,0.0008406751514142,83300000000.0,137000000000.0
30.0442035453919,3.8628697200735216,0.0241648229028687,0.0009019787268915,75800000000.0,150000000000.0
9.003853384690839,18.347802630430017,0.0172985717440648,-0.0012010285507305,68000000000.0,85600000000.0
1.0022816217385715,8.977235117740527,0.0109447310791857,0.0002003142678327,67400000000.0,120000000000.0
13.530958949642717,9.00246894870806,0.0192315581526925,0.0001654495920566,67900000000.0,99300000000.0
39.9773748210986,17.52646152799527,0.0312392036803283,-0.0041727439384932,75800000000.0,150000000000.0
50.81121801540692,8.235936985664521,0.034203991867856,7.9990591809014e-05,95700000000.0,141000000000.0
9.250387569009629,18.711176462623335,0.0129458322881665,-0.0011626313466559,87300000000.0,127000000000.0
78.09584366828557,18.61767993200452,0.0532585102648302,-0.0013707406796637,79900000000.0,126000000000.0
23.792659497011023,13.230035268233832,0.0265363963964505,-0.0002706184829314,68000000000.0,85600000000.0
53.50838167508961,3.3288606673351127,0.0511745861771828,0.000590275096467,68000000000.0,85600000000.0
41.27941975898641,14.164693512923648,0.0355225844698366,-0.0031970206558373,89000000000.0,84200000000.0
21.48464019115871,1.764091390398308,0.0229154972244563,0.001497245529443,67400000000.0,120000000000.0
5.37596908631066,5.580022267190852,0.014982733763562,0.0012341697661472,56900000000.0,124000000000.0
53.963628143725174,2.5957255913024566,0.0513961694053239,0.0007050603480125,68000000000.0,85600000000.0
19.65817858082402,5.635591791898896,0.0196195762661373,0.0003284165934287,86200000000.0,98100000000.0
6.87282546100402,15.590485399498142,0.0125837139795195,-0.0008800594509412,79900000000.0,126000000000.0
50.81121801540692,8.235936985664521,0.0515406350979891,0.0002405057071032,56900000000.0,124000000000.0
20.329582262652742,13.65333734012881,0.0229507563020128,-0.0003534420994968,73200000000.0,89400000000.0
74.2616278298985,3.4894869686491674,0.0678550859972401,0.0020533783532155,53700000000.0,131000000000.0
10.51930249955088,8.194091690319638,0.0141738088231761,0.0003538334229529,75800000000.0,150000000000.0
28.245852463222647,7.3107885758714914,0.0245410289997279,0.0003118895383493,69600000000.0,138000000000.0
70.84885207626863,1.8778706638721747,0.0585350033522105,0.0010409143877513,73200000000.0,89400000000.0
22.868452134181773,16.207534750418912,0.0220021029390552,-0.0001997091043997,89000000000.0,84200000000.0
9.90490267817218,15.410977855354222,0.0150765862380581,-0.0011675627815313,69600000000.0,138000000000.0
17.343477612110718,11.837198340211245,0.0152403249505249,-0.0002002653174367,95700000000.0,141000000000.0
30.208865206105862,16.126287638136105,0.0281365191067958,-0.0009400551109612,67400000000.0,120000000000.0
8.68231834096709,12.13635625778044,0.0126753299566666,-0.0002835923780042,87300000000.0,127000000000.0
61.85808305435961,12.085150522661772,0.0445448623425361,-0.0003706334739069,75800000000.0,150000000000.0
2.539049106382521,15.983180209117252,0.0103881551463251,-0.0009203563730844,79900000000.0,126000000000.0
47.47373053120073,4.136666967867374,0.0374221035805282,0.0009374343596482,79900000000.0,126000000000.0
77.72341642981374,3.603389480598208,0.0502712924872697,0.0010118511106618,83300000000.0,137000000000.0
33.70238865874359,11.236066344445009,0.0293805892219109,-0.0001423925952256,67900000000.0,99300000000.0
27.06048037423369,2.555874010826839,0.0230694804461435,0.0008561625718076,79900000000.0,126000000000.0
54.696715125952736,6.601091107778577,0.0549930067210421,0.0007485432629808,53700000000.0,131000000000.0
40.31421525257555,1.221642612716746,0.040479021786839,0.0054110833860583,61000000000.0,106000000000.0
41.67718821840226,18.544430113163372,0.0418126560957542,-0.0055337589397027,56900000000.0,124000000000.0
45.99999999999993,20.0,0.0422407338114018,-0.002684383720428,67900000000.0,99300000000.0
1.4381078744472404,8.738890963260552,0.0127159132602556,0.0003854418820884,53700000000.0,131000000000.0
0.2150677684622799,19.584176536695864,0.0090290239001593,-0.0018402278520943,75800000000.0,150000000000.0
67.73205927623736,4.525608966566146,0.0516041801080758,0.0011665997078583,69600000000.0,138000000000.0
70.29424915179057,5.60951727353423,0.0530016818275356,0.0009450683825031,69600000000.0,138000000000.0
7.120463438891299,5.126453608875636,0.0124677463486288,0.0009615590826022,75800000000.0,150000000000.0
6.977097777303271,11.099588040024628,0.0119505529294306,-0.0001715581282903,83300000000.0,137000000000.0
65.74152555053224,12.460345038441153,0.0440315174483713,-0.0003108238850067,87300000000.0,127000000000.0
21.880203354719967,2.4661721310075126,0.024402029934427,0.0010780157165112,67900000000.0,99300000000.0
58.90426538875511,10.234028657460092,0.0371958846142473,-2.1933822346224e-05,95700000000.0,141000000000.0
37.99214771305599,15.814192050546009,0.0353771694004756,-0.0034759116553482,73200000000.0,89400000000.0
16.25127913273961,3.0666435988452783,0.0209018594263556,0.0011291637711088,67900000000.0,99300000000.0
0.0,0.0,0.0091340144542853,0.0015177347224061,79900000000.0,126000000000.0
60.016081320632566,2.276547041670578,0.0582179151013696,0.0022425059270504,53700000000.0,131000000000.0
